Actual_DO,Predicted_DO
3.1,2.8877380952380904
9.2,6.444833333333332
6.446383749,6.446383749000005
3.7,3.2269865079365148
6.446383749,6.446383749000005
4.0,7.75877928571429
8.95,9.794517570805413
3.7,3.217500000000001
8.9,6.932783333333334
2.0,3.6867499999999995
6.446383749,6.446383749000005
3.3,9.808703869047621
3.48,3.6196988095238067
12.7,10.144361671535808
9.9,9.06475
4.3,2.6413928571428578
11.1,9.38168769126591
3.4,5.202339880952382
10.7,6.520955537518035
11.7,5.906649999999997
8.2,9.095660348582527
10.3,9.416052878841318
6.446383749,6.446383749000005
10.3,6.021487499999999
2.06,3.3943249999999923
